auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,2836,t2.is_active,<,1#177
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,10456,t2.is_active,<,1#3682
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,75987,t2.is_active,<,1#796
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,63183,t2.is_active,<,1#1327
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,68904,t2.is_active,=,1#23541
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,111596,t2.is_active,<,1#4334
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,84307,t2.is_active,<,1#3918
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,84837,t2.is_active,<,1#396
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,65382,t2.is_active,=,1#26520
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,86666,t2.is_active,=,1#74902
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,70011,t2.is_active,<,1#3264
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,2821,t2.is_active,=,1#3
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,37867,t2.is_active,<,1#2239
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,16109,t2.is_active,=,1#64051
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,65382,t2.is_active,=,1#54783
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,39460,t2.is_active,=,1#35572
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,1028,t2.is_active,=,1#79659
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,36672,t2.is_active,=,1#33254
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,1028,t2.is_active,<,1#89
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,47491,t2.is_active,=,1#39246
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,71081,t2.is_active,<,1#3302
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,5366,t2.is_active,=,1#74938
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,37199,t2.is_active,=,1#47545
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,31366,t2.is_active,=,1#28731
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,31366,t2.is_active,<,1#2520
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,17283,t2.is_active,=,1#63099
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,48168,t2.is_active,<,1#2559
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,88618,t2.is_active,<,1#4118
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,37867,t2.is_active,=,1#46920
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,36672,t2.is_active,<,1#2038
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,71081,t2.is_active,=,1#59744
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,43100,t2.is_active,=,1#42729
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,1921,t2.is_active,<,1#4213
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,80706,t2.is_active,<,1#3733
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,38634,t2.is_active,<,1#2115
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,17283,t2.is_active,=,1#18204
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,35087,t2.is_active,<,1#2378
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,59242,t2.is_active,=,1#5
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,39460,t2.is_active,<,1#2158
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,8264,t2.is_active,<,1#3807
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,37199,t2.is_active,=,1#6
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,7136,t2.is_active,=,1#3
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,68904,t2.is_active,<,1#3197
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,10456,t2.is_active,=,1#4
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,29377,t2.is_active,=,1#27140
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,8264,t2.is_active,=,1#9354
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,85054,t2.is_active,<,1#3947
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,38634,t2.is_active,=,1#34933
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,45338,t2.is_active,=,1#40419
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,16109,t2.is_active,<,1#1012
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,3451,t2.is_active,=,1#4154
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,53098,t2.is_active,<,1#2695
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,10784,t2.is_active,=,1#69205
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,47491,t2.is_active,=,1#42051
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,35650,t2.is_active,<,1#2346
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,65382,t2.is_active,<,1#1254
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,45338,t2.is_active,<,1#2433
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,2836,t2.is_active,=,1#1
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,36672,t2.is_active,<,1#2296
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,64814,t2.is_active,=,1#27044
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,85054,t2.is_active,=,1#8076
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,10784,t2.is_active,<,1#701
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,80706,t2.is_active,<,1#601
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,1921,t2.is_active,=,1#78865
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,36672,t2.is_active,=,1#48046
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,89127,t2.is_active,<,1#4145
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,8264,t2.is_active,=,1#3
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,29377,t2.is_active,<,1#1727
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,2473,t2.is_active,<,1#144
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,5366,t2.is_active,<,1#4043
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,2821,t2.is_active,=,1#77841
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,77123,t2.is_active,<,1#748
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,41129,t2.is_active,<,1#2097
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,2821,t2.is_active,=,1#3459
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,13989,t2.is_active,=,1#65917
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,64244,t2.is_active,<,1#1
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,92443,t2.is_active,=,1#670
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,85024,t2.is_active,<,1#388
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,37867,t2.is_active,<,1#2095
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,63183,t2.is_active,<,1#3007
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,53098,t2.is_active,=,1#2
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,77123,t2.is_active,<,1#3585
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,64169,t2.is_active,=,1#4
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,48800,t2.is_active,<,1#1756
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,73922,t2.is_active,=,1#1
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,70011,t2.is_active,=,1#1
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,59242,t2.is_active,=,1#50442
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,17283,t2.is_active,<,1#3261
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,84837,t2.is_active,<,1#3938
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,43100,t2.is_active,<,1#1991
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,85024,t2.is_active,<,1#3946
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,2836,t2.is_active,<,1#4157
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,8029,t2.is_active,=,1#9105
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,3451,t2.is_active,<,1#4143
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,8029,t2.is_active,=,1#72196
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,48168,t2.is_active,=,1#42539
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,118563,t2.is_active,=,1#81303
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,38634,t2.is_active,<,1#2219
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,71825,t2.is_active,<,1#3331
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,8099,t2.is_active,<,1#514
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,16421,t2.is_active,=,1#17508
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,53098,t2.is_active,<,1#1639
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,11530,t2.is_active,<,1#752
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,2836,t2.is_active,=,1#3480
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,31366,t2.is_active,=,1#9
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,88618,t2.is_active,=,1#4503
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,10456,t2.is_active,<,1#652
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,102042,t2.is_active,<,1#4334
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,7136,t2.is_active,=,1#8152
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,16109,t2.is_active,<,1#3322
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,108574,t2.is_active,<,1#4334
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,73922,t2.is_active,=,1#62443
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,71081,t2.is_active,=,1#1
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,7136,t2.is_active,<,1#424
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,53098,t2.is_active,=,1#34947
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,2672,t2.is_active,=,1#1
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,78905,t2.is_active,=,1#67332
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,14021,t2.is_active,<,1#908
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,8264,t2.is_active,<,1#527
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,=,36672,t2.is_active,=,1#3
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,85024,t2.is_active,=,1#73192
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,11530,t2.is_active,=,1#12896
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,73922,t2.is_active,<,1#902
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,<,37199,t2.is_active,<,1#2063
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,70011,t2.is_active,=,1#22583
auth_user t1,student_courseenrollment t2#t1.id=t2.user_id#t1.id_copy,>,59242,t2.is_active,<,1#1447
