title t##t.production_year,<,1942,t.phonetic_code,<,3156#30638
title t##t.production_year,<,1937,t.phonetic_code,<,1870#15569
title t##t.production_year,<,1991,t.phonetic_code,=,9920#98
title t##t.production_year,=,1979,t.phonetic_code,>,5436#8090
title t##t.production_year,>,1987,t.phonetic_code,<,11279#656955
title t##t.production_year,=,1967,t.phonetic_code,>,16666#2547
title t##t.production_year,>,2003,t.phonetic_code,<,10431#412499
title t##t.production_year,<,2006,t.phonetic_code,>,1465#972052
title t##t.production_year,>,1968,t.phonetic_code,>,15754#400808
title t##t.production_year,<,2009,t.phonetic_code,=,1902#89
title t##t.production_year,<,1957,t.phonetic_code,>,5377#143593
title t##t.production_year,>,1984,t.phonetic_code,<,1844#160207
title t##t.production_year,>,1990,t.phonetic_code,>,9066#638971
title t##t.production_year,<,1979,t.phonetic_code,=,16973#804
title t##t.production_year,>,1967,t.phonetic_code,=,5904#120
title t##t.production_year,=,1951,t.phonetic_code,>,19632#273
title t##t.production_year,>,1973,t.phonetic_code,<,17018#1148308
title t##t.production_year,<,1997,t.phonetic_code,=,3221#36
title t##t.production_year,=,1983,t.phonetic_code,>,1870#10910
title t##t.production_year,<,2010,t.phonetic_code,=,1406#366
title t##t.production_year,<,2010,t.phonetic_code,<,6823#518543
title t##t.production_year,=,1944,t.phonetic_code,=,2557#2
title t##t.production_year,<,1979,t.phonetic_code,<,1634#42757
title t##t.production_year,>,1992,t.phonetic_code,>,2507#950915
title t##t.production_year,=,1956,t.phonetic_code,<,18966#7036
title t##t.production_year,=,2008,t.phonetic_code,<,9393#36903
title t##t.production_year,>,2007,t.phonetic_code,>,19023#39218
title t##t.production_year,>,1998,t.phonetic_code,<,11790#577426
title t##t.production_year,>,1983,t.phonetic_code,<,18941#1180318
title t##t.production_year,>,1992,t.phonetic_code,<,1077#74470
title t##t.production_year,>,1983,t.phonetic_code,>,697#1222895
title t##t.production_year,<,2008,t.phonetic_code,=,2054#189
title t##t.production_year,>,1999,t.phonetic_code,>,1346#877117
title t##t.production_year,<,2008,t.phonetic_code,<,7413#491493
title t##t.production_year,>,2006,t.phonetic_code,<,5108#185062
title t##t.production_year,=,2012,t.phonetic_code,<,1926#15467
title t##t.production_year,>,1970,t.phonetic_code,>,19632#90651
title t##t.production_year,<,1994,t.phonetic_code,=,846#44
title t##t.production_year,=,2006,t.phonetic_code,>,3615#53452
title t##t.production_year,>,1930,t.phonetic_code,<,21203#1622782
title t##t.production_year,<,2004,t.phonetic_code,<,15854#699033
title t##t.production_year,=,1996,t.phonetic_code,<,16955#20381
title t##t.production_year,<,1981,t.phonetic_code,=,4205#2
title t##t.production_year,>,1980,t.phonetic_code,=,4846#70
title t##t.production_year,<,1987,t.phonetic_code,>,6496#341874
title t##t.production_year,<,1955,t.phonetic_code,>,19023#14264
title t##t.production_year,=,1952,t.phonetic_code,<,6490#1954
title t##t.production_year,<,2003,t.phonetic_code,=,5563#608
title t##t.production_year,>,1968,t.phonetic_code,>,5377#1003311
title t##t.production_year,<,1997,t.phonetic_code,=,1298#45
title t##t.production_year,=,1986,t.phonetic_code,<,20029#13902
title t##t.production_year,<,1969,t.phonetic_code,<,1344#24601
title t##t.production_year,<,1998,t.phonetic_code,>,16824#153902
title t##t.production_year,>,1988,t.phonetic_code,>,1444#1094366
title t##t.production_year,>,2001,t.phonetic_code,=,15724#24
title t##t.production_year,=,1980,t.phonetic_code,<,3061#2284
title t##t.production_year,=,1993,t.phonetic_code,>,18321#1913
title t##t.production_year,<,1997,t.phonetic_code,=,10372#32
title t##t.production_year,=,1952,t.phonetic_code,<,15964#3999
title t##t.production_year,<,1990,t.phonetic_code,>,14072#197093
title t##t.production_year,=,1982,t.phonetic_code,>,3615#9128
title t##t.production_year,>,2012,t.phonetic_code,=,18224#8
title t##t.production_year,>,1988,t.phonetic_code,>,10274#612993
title t##t.production_year,=,2008,t.phonetic_code,>,1630#71962
title t##t.production_year,<,1979,t.phonetic_code,<,11015#221231
title t##t.production_year,=,1980,t.phonetic_code,=,2423#2
title t##t.production_year,=,2012,t.phonetic_code,>,1152#106283
title t##t.production_year,>,1977,t.phonetic_code,=,11358#1826
title t##t.production_year,=,1982,t.phonetic_code,<,1778#1363
title t##t.production_year,<,1977,t.phonetic_code,>,17787#52859
title t##t.production_year,>,1903,t.phonetic_code,>,17851#216416
title t##t.production_year,=,1930,t.phonetic_code,>,18960#227
title t##t.production_year,<,1993,t.phonetic_code,>,17214#101173
title t##t.production_year,<,1991,t.phonetic_code,>,14123#201203
title t##t.production_year,<,1963,t.phonetic_code,>,1531#232660
title t##t.production_year,=,1951,t.phonetic_code,>,2784#3494
title t##t.production_year,>,1996,t.phonetic_code,>,1491#943159
title t##t.production_year,>,1994,t.phonetic_code,<,2381#171231
title t##t.production_year,>,2013,t.phonetic_code,<,20682#3349
title t##t.production_year,<,1981,t.phonetic_code,<,1032#26183
title t##t.production_year,<,1942,t.phonetic_code,>,3468#113518
title t##t.production_year,=,2000,t.phonetic_code,=,2991#21
title t##t.production_year,>,2004,t.phonetic_code,=,1298#30
title t##t.production_year,=,1947,t.phonetic_code,>,5373#1505
title t##t.production_year,<,1980,t.phonetic_code,>,16176#111751
title t##t.production_year,>,1986,t.phonetic_code,>,14781#361020
title t##t.production_year,<,1937,t.phonetic_code,<,846#6227
title t##t.production_year,<,1990,t.phonetic_code,<,11765#323954
title t##t.production_year,=,1993,t.phonetic_code,=,479#4
title t##t.production_year,<,1990,t.phonetic_code,=,3538#27
title t##t.production_year,<,1990,t.phonetic_code,>,1257#529830
title t##t.production_year,<,1990,t.phonetic_code,<,15886#419447
title t##t.production_year,<,1983,t.phonetic_code,>,20694#15455
title t##t.production_year,<,2009,t.phonetic_code,<,18242#1168662
title t##t.production_year,<,2003,t.phonetic_code,<,11766#519670
title t##t.production_year,>,1956,t.phonetic_code,=,20897#91
title t##t.production_year,=,1998,t.phonetic_code,>,15231#8449
title t##t.production_year,=,1924,t.phonetic_code,>,15530#770
title t##t.production_year,<,1992,t.phonetic_code,>,1069#571520
title t##t.production_year,=,1997,t.phonetic_code,=,2681#15
title t##t.production_year,>,1991,t.phonetic_code,<,17040#955993
title t##t.production_year,>,1987,t.phonetic_code,=,21009#43
title t##t.production_year,>,1967,t.phonetic_code,<,3636#356144
title t##t.production_year,<,1930,t.phonetic_code,=,5170#4
title t##t.production_year,>,1999,t.phonetic_code,<,2690#178333
title t##t.production_year,=,1995,t.phonetic_code,>,11357#11094
title t##t.production_year,=,1981,t.phonetic_code,<,3156#2402
title t##t.production_year,=,2009,t.phonetic_code,=,821#5
title t##t.production_year,>,1999,t.phonetic_code,=,5491#72
title t##t.production_year,=,1983,t.phonetic_code,<,3224#2531
title t##t.production_year,>,2002,t.phonetic_code,=,1282#278
title t##t.production_year,>,1974,t.phonetic_code,=,4974#124
title t##t.production_year,>,1956,t.phonetic_code,=,2708#388
title t##t.production_year,<,1989,t.phonetic_code,<,6165#182959
title t##t.production_year,=,2003,t.phonetic_code,>,17850#5370
title t##t.production_year,=,1970,t.phonetic_code,>,8962#6206
title t##t.production_year,>,1999,t.phonetic_code,=,8134#599
title t##t.production_year,>,1979,t.phonetic_code,<,1344#117368
title t##t.production_year,<,1988,t.phonetic_code,=,17291#78
title t##t.production_year,>,2011,t.phonetic_code,<,8987#75269
title t##t.production_year,=,2004,t.phonetic_code,>,9066#28969
title t##t.production_year,=,1988,t.phonetic_code,>,2532#12425
title t##t.production_year,=,1998,t.phonetic_code,>,18224#2909
title t##t.production_year,>,2003,t.phonetic_code,<,3969#214548
title t##t.production_year,>,1976,t.phonetic_code,<,15942#1004146
title t##t.production_year,>,1976,t.phonetic_code,<,8987#615351
title t##t.production_year,<,1996,t.phonetic_code,=,5506#60
title t##t.production_year,<,2010,t.phonetic_code,=,11010#131
title t##t.production_year,=,1976,t.phonetic_code,=,3922#1
title t##t.production_year,>,2006,t.phonetic_code,=,3742#5
title t##t.production_year,>,1981,t.phonetic_code,=,2968#111
title t##t.production_year,=,1973,t.phonetic_code,<,18242#9793
title t##t.production_year,<,1937,t.phonetic_code,>,12168#53436
title t##t.production_year,<,1941,t.phonetic_code,=,11873#7
title t##t.production_year,=,2004,t.phonetic_code,<,12452#32080
title t##t.production_year,>,1992,t.phonetic_code,<,10380#576098
title t##t.production_year,>,2000,t.phonetic_code,>,5383#638882
title t##t.production_year,<,2001,t.phonetic_code,<,6825#311509
title t##t.production_year,<,1974,t.phonetic_code,=,3015#98
title t##t.production_year,=,2006,t.phonetic_code,=,1911#4
title t##t.production_year,=,1985,t.phonetic_code,<,11312#7326
title t##t.production_year,<,2002,t.phonetic_code,>,8120#505562
title t##t.production_year,<,1957,t.phonetic_code,<,6257#68748
title t##t.production_year,>,2003,t.phonetic_code,=,16807#278
title t##t.production_year,<,1933,t.phonetic_code,>,5145#88413
title t##t.production_year,<,1945,t.phonetic_code,=,1462#15
title t##t.production_year,>,2003,t.phonetic_code,>,1630#717730
title t##t.production_year,>,1944,t.phonetic_code,=,189#130
title t##t.production_year,<,1985,t.phonetic_code,>,1562#450369
title t##t.production_year,<,1957,t.phonetic_code,=,12188#7
title t##t.production_year,<,1972,t.phonetic_code,<,1478#31146
title t##t.production_year,=,2006,t.phonetic_code,<,14288#47753
title t##t.production_year,<,1987,t.phonetic_code,>,5904#358778
title t##t.production_year,=,1993,t.phonetic_code,<,19889#18708
title t##t.production_year,<,2005,t.phonetic_code,=,2968#88
title t##t.production_year,>,1981,t.phonetic_code,<,19023#1210136
title t##t.production_year,<,1957,t.phonetic_code,>,2507#171668
title t##t.production_year,<,1967,t.phonetic_code,=,10195#28
title t##t.production_year,<,1998,t.phonetic_code,=,16807#185
title t##t.production_year,>,1967,t.phonetic_code,=,10274#661
title t##t.production_year,=,1951,t.phonetic_code,<,3224#1038
title t##t.production_year,<,1999,t.phonetic_code,>,10460#386265
title t##t.production_year,=,1924,t.phonetic_code,<,10361#1284
title t##t.production_year,=,1985,t.phonetic_code,>,1791#12295
title t##t.production_year,<,1981,t.phonetic_code,>,6893#283137
title t##t.production_year,>,1998,t.phonetic_code,=,14707#542
title t##t.production_year,>,1939,t.phonetic_code,=,1805#228
title t##t.production_year,>,1968,t.phonetic_code,>,12936#537133
title t##t.production_year,<,1898,t.phonetic_code,<,5368#853
title t##t.production_year,<,1936,t.phonetic_code,<,144#889
title t##t.production_year,<,1994,t.phonetic_code,>,6596#417449
title t##t.production_year,>,2000,t.phonetic_code,>,19023#66551
title t##t.production_year,>,1956,t.phonetic_code,<,3224#345942
title t##t.production_year,=,1978,t.phonetic_code,<,1149#768
title t##t.production_year,=,2008,t.phonetic_code,>,9066#44003
title t##t.production_year,<,1941,t.phonetic_code,<,2569#23599
title t##t.production_year,=,1999,t.phonetic_code,>,2532#26291
title t##t.production_year,>,1996,t.phonetic_code,<,6673#390375
title t##t.production_year,=,2005,t.phonetic_code,=,846#13
title t##t.production_year,=,1951,t.phonetic_code,>,21004#79
title t##t.production_year,=,1911,t.phonetic_code,<,5249#1768
title t##t.production_year,>,1996,t.phonetic_code,=,13061#30
title t##t.production_year,>,1987,t.phonetic_code,>,8113#697647
title t##t.production_year,=,2000,t.phonetic_code,<,3061#7150
title t##t.production_year,=,1973,t.phonetic_code,>,16790#2316
title t##t.production_year,<,1937,t.phonetic_code,<,15909#97921
title t##t.production_year,>,1992,t.phonetic_code,<,17319#972003
title t##t.production_year,>,1903,t.phonetic_code,<,2665#313284
title t##t.production_year,>,1938,t.phonetic_code,=,730#228
title t##t.production_year,<,2001,t.phonetic_code,>,17851#106780
title t##t.production_year,<,1992,t.phonetic_code,<,17391#517499
title t##t.production_year,<,2005,t.phonetic_code,>,3003#807091
title t##t.production_year,=,1999,t.phonetic_code,<,17391#26768
title t##t.production_year,<,2007,t.phonetic_code,=,3922#141
title t##t.production_year,<,1943,t.phonetic_code,<,219#1692
title t##t.production_year,>,1968,t.phonetic_code,<,8067#608876
title t##t.production_year,=,1947,t.phonetic_code,<,130#16
title t##t.production_year,>,1981,t.phonetic_code,<,8047#548684
title t##t.production_year,<,1917,t.phonetic_code,=,2778#37
title t##t.production_year,<,1994,t.phonetic_code,=,14715#193
title t##t.production_year,>,1983,t.phonetic_code,>,16176#324382
title t##t.production_year,<,1968,t.phonetic_code,=,4855#7
title t##t.production_year,>,1965,t.phonetic_code,<,2338#221939
title t##t.production_year,>,1974,t.phonetic_code,>,664#1328200
title t##t.production_year,<,1977,t.phonetic_code,=,9920#71
title t##t.production_year,=,2000,t.phonetic_code,<,11541#18904
title t##t.production_year,<,1954,t.phonetic_code,=,5151#51
title t##t.production_year,>,1979,t.phonetic_code,<,3016#279948
title t##t.production_year,<,1987,t.phonetic_code,<,5352#153047
title t##t.production_year,>,2003,t.phonetic_code,=,1846#226
title t##t.production_year,=,1998,t.phonetic_code,=,16807#10
title t##t.production_year,<,1996,t.phonetic_code,=,2440#156
title t##t.production_year,<,1996,t.phonetic_code,=,19791#116
title t##t.production_year,>,2005,t.phonetic_code,>,14441#218788
title t##t.production_year,<,1993,t.phonetic_code,<,8302#266214
title t##t.production_year,<,1992,t.phonetic_code,<,2500#93234
title t##t.production_year,<,1954,t.phonetic_code,=,16807#54
title t##t.production_year,=,1956,t.phonetic_code,>,4805#5579
title t##t.production_year,>,1903,t.phonetic_code,=,4421#297
title t##t.production_year,<,1936,t.phonetic_code,>,17693#17909
title t##t.production_year,<,1995,t.phonetic_code,>,16252#169969
title t##t.production_year,<,2012,t.phonetic_code,>,13942#554913
title t##t.production_year,>,1996,t.phonetic_code,=,5508#334
title t##t.production_year,<,1948,t.phonetic_code,=,9610#1
title t##t.production_year,<,2010,t.phonetic_code,<,9922#657775
title t##t.production_year,>,1930,t.phonetic_code,>,5170#1162890
title t##t.production_year,>,1933,t.phonetic_code,<,18113#1459606
title t##t.production_year,>,1971,t.phonetic_code,<,7413#576578
title t##t.production_year,<,2005,t.phonetic_code,=,189#58
title t##t.production_year,<,1972,t.phonetic_code,>,18235#37445
title t##t.production_year,=,1967,t.phonetic_code,<,2500#1600
title t##t.production_year,<,2002,t.phonetic_code,>,7376#524993
title t##t.production_year,>,1937,t.phonetic_code,<,15879#1195873
title t##t.production_year,<,2002,t.phonetic_code,<,5249#256647
title t##t.production_year,=,1952,t.phonetic_code,=,10274#2
title t##t.production_year,<,1933,t.phonetic_code,>,7613#71975
title t##t.production_year,<,1949,t.phonetic_code,=,6646#4
title t##t.production_year,<,1999,t.phonetic_code,>,16252#196735
title t##t.production_year,=,1971,t.phonetic_code,>,11739#4855
title t##t.production_year,<,1941,t.phonetic_code,=,17256#17
title t##t.production_year,>,1958,t.phonetic_code,>,8340#875619
title t##t.production_year,<,2011,t.phonetic_code,>,5170#1054953
title t##t.production_year,=,2006,t.phonetic_code,=,4855#5
title t##t.production_year,<,1976,t.phonetic_code,=,16864#65
title t##t.production_year,<,1980,t.phonetic_code,>,4415#324272
title t##t.production_year,<,2003,t.phonetic_code,>,4855#662562
title t##t.production_year,>,1948,t.phonetic_code,>,652#1544757
title t##t.production_year,=,1995,t.phonetic_code,=,2838#9
title t##t.production_year,<,1994,t.phonetic_code,<,9922#302853
title t##t.production_year,=,1995,t.phonetic_code,<,14950#16720
title t##t.production_year,<,2009,t.phonetic_code,>,13447#469942
title t##t.production_year,<,1930,t.phonetic_code,<,2190#15881
title t##t.production_year,>,1994,t.phonetic_code,<,9920#527010
title t##t.production_year,<,1957,t.phonetic_code,>,16608#48328
title t##t.production_year,=,2009,t.phonetic_code,=,1462#7
title t##t.production_year,>,1938,t.phonetic_code,=,14726#246
title t##t.production_year,<,1930,t.phonetic_code,>,3735#87786
title t##t.production_year,>,1944,t.phonetic_code,<,14440#1098717
title t##t.production_year,=,1976,t.phonetic_code,=,5151#1
title t##t.production_year,<,1984,t.phonetic_code,>,5383#343153
title t##t.production_year,<,1973,t.phonetic_code,<,13600#230860
title t##t.production_year,<,2004,t.phonetic_code,=,1724#135
title t##t.production_year,<,1983,t.phonetic_code,>,3948#356317
title t##t.production_year,<,2000,t.phonetic_code,=,5904#59
title t##t.production_year,<,1997,t.phonetic_code,>,3735#544345
title t##t.production_year,>,2004,t.phonetic_code,>,11739#319343
title t##t.production_year,=,1948,t.phonetic_code,<,12266#1493
title t##t.production_year,<,1996,t.phonetic_code,=,19022#388
title t##t.production_year,<,1999,t.phonetic_code,>,415#753996
title t##t.production_year,>,1979,t.phonetic_code,>,1469#1197507
title t##t.production_year,<,1965,t.phonetic_code,>,16824#56748
title t##t.production_year,>,1973,t.phonetic_code,=,8005#16
title t##t.production_year,<,1988,t.phonetic_code,<,13291#342682
title t##t.production_year,=,2009,t.phonetic_code,=,11760#11
title t##t.production_year,>,1977,t.phonetic_code,<,10283#667607
title t##t.production_year,<,1992,t.phonetic_code,=,730#50
title t##t.production_year,=,2001,t.phonetic_code,>,16608#8814
title t##t.production_year,>,1998,t.phonetic_code,>,17781#122620
title t##t.production_year,>,1994,t.phonetic_code,>,5790#731607
title t##t.production_year,=,1992,t.phonetic_code,=,3922#2
title t##t.production_year,>,1994,t.phonetic_code,=,9763#23
title t##t.production_year,>,1991,t.phonetic_code,>,652#1113084
title t##t.production_year,>,1944,t.phonetic_code,=,8642#158
title t##t.production_year,>,1944,t.phonetic_code,<,6284#561710
title t##t.production_year,>,1930,t.phonetic_code,>,1635#1468074
title t##t.production_year,>,1974,t.phonetic_code,=,3988#235
title t##t.production_year,<,2004,t.phonetic_code,>,2789#778167
title t##t.production_year,>,2000,t.phonetic_code,=,14087#195
title t##t.production_year,<,1942,t.phonetic_code,>,3636#111740
title t##t.production_year,=,1947,t.phonetic_code,>,12401#824
title t##t.production_year,=,2011,t.phonetic_code,>,18103#12521
title t##t.production_year,=,1930,t.phonetic_code,<,15879#1816
title t##t.production_year,=,2005,t.phonetic_code,>,1491#54808
title t##t.production_year,>,2012,t.phonetic_code,>,17639#6455
title t##t.production_year,=,1988,t.phonetic_code,=,2708#1
title t##t.production_year,>,1983,t.phonetic_code,>,12016#515277
title t##t.production_year,<,2008,t.phonetic_code,<,11010#636716
title t##t.production_year,>,2004,t.phonetic_code,>,9502#400681
title t##t.production_year,<,1975,t.phonetic_code,>,18377#33218
title t##t.production_year,>,2000,t.phonetic_code,=,7153#26
title t##t.production_year,=,2005,t.phonetic_code,<,2569#10639
title t##t.production_year,>,1977,t.phonetic_code,>,5373#934611
title t##t.production_year,<,1898,t.phonetic_code,<,18941#2182
title t##t.production_year,=,1970,t.phonetic_code,>,18606#985
title t##t.production_year,=,2003,t.phonetic_code,=,7289#6
title t##t.production_year,=,1964,t.phonetic_code,>,17270#1485
title t##t.production_year,>,1966,t.phonetic_code,<,11541#825450
title t##t.production_year,<,1993,t.phonetic_code,=,9222#75
title t##t.production_year,<,1965,t.phonetic_code,<,2692#48858
title t##t.production_year,=,1910,t.phonetic_code,<,8971#2185
title t##t.production_year,>,1971,t.phonetic_code,>,2431#1192540
title t##t.production_year,=,2004,t.phonetic_code,<,9762#24272
title t##t.production_year,<,1933,t.phonetic_code,=,4239#9
title t##t.production_year,<,1992,t.phonetic_code,<,15970#447907
title t##t.production_year,>,1995,t.phonetic_code,>,17364#154517
title t##t.production_year,>,1970,t.phonetic_code,>,1346#1301756
title t##t.production_year,<,2012,t.phonetic_code,<,16925#1295386
title t##t.production_year,>,1967,t.phonetic_code,<,20926#1426503
title t##t.production_year,=,1999,t.phonetic_code,<,1878#3971
title t##t.production_year,>,1983,t.phonetic_code,>,14441#409078
title t##t.production_year,<,1940,t.phonetic_code,<,3636#32759
title t##t.production_year,<,1984,t.phonetic_code,<,16925#390424
title t##t.production_year,<,1917,t.phonetic_code,>,17166#12123
title t##t.production_year,=,1994,t.phonetic_code,>,8045#12514
title t##t.production_year,>,1935,t.phonetic_code,>,19397#114352
title t##t.production_year,>,1984,t.phonetic_code,=,2448#36
title t##t.production_year,>,1986,t.phonetic_code,>,5790#827485
title t##t.production_year,>,2013,t.phonetic_code,<,17636#2942
title t##t.production_year,>,1993,t.phonetic_code,>,16677#250274
title t##t.production_year,<,1967,t.phonetic_code,<,5992#95728
title t##t.production_year,=,1985,t.phonetic_code,>,17912#1801
title t##t.production_year,>,1971,t.phonetic_code,<,15854#1034939
title t##t.production_year,>,1981,t.phonetic_code,>,19801#77889
title t##t.production_year,>,1970,t.phonetic_code,>,14047#486031
title t##t.production_year,=,1948,t.phonetic_code,>,10570#1230
title t##t.production_year,<,1980,t.phonetic_code,>,20941#9630
title t##t.production_year,<,1994,t.phonetic_code,<,11765#365863
title t##t.production_year,>,1903,t.phonetic_code,<,11765#1003621
title t##t.production_year,=,2010,t.phonetic_code,>,10570#48108
title t##t.production_year,<,1946,t.phonetic_code,<,16971#124445
title t##t.production_year,>,1995,t.phonetic_code,<,9739#507354
title t##t.production_year,<,2007,t.phonetic_code,<,1778#132600
title t##t.production_year,<,1972,t.phonetic_code,=,5563#184
title t##t.production_year,>,1942,t.phonetic_code,<,3224#358518
title t##t.production_year,=,1980,t.phonetic_code,>,4537#8330
title t##t.production_year,<,1983,t.phonetic_code,=,15700#69
title t##t.production_year,<,2004,t.phonetic_code,>,5790#651038
title t##t.production_year,>,1966,t.phonetic_code,<,18941#1353497
title t##t.production_year,=,2006,t.phonetic_code,=,14784#17
title t##t.production_year,=,2006,t.phonetic_code,=,6426#45
title t##t.production_year,>,2007,t.phonetic_code,=,4846#41
title t##t.production_year,<,1986,t.phonetic_code,<,6262#171258
title t##t.production_year,>,1992,t.phonetic_code,>,2423#958389
title t##t.production_year,=,2007,t.phonetic_code,>,2276#64878
title t##t.production_year,<,1943,t.phonetic_code,=,16807#38
title t##t.production_year,>,1975,t.phonetic_code,>,3394#1060264
title t##t.production_year,>,2009,t.phonetic_code,=,574#115
title t##t.production_year,>,1940,t.phonetic_code,=,8642#158
title t##t.production_year,<,1999,t.phonetic_code,>,10944#372407
title t##t.production_year,=,2008,t.phonetic_code,=,9009#3
title t##t.production_year,=,1984,t.phonetic_code,=,1805#2
title t##t.production_year,>,1981,t.phonetic_code,<,16805#1036410
title t##t.production_year,<,1939,t.phonetic_code,<,1596#12839
title t##t.production_year,=,1947,t.phonetic_code,>,16928#430
title t##t.production_year,<,1985,t.phonetic_code,>,17017#90485
title t##t.production_year,<,2007,t.phonetic_code,=,20097#24
title t##t.production_year,<,1975,t.phonetic_code,>,2149#330694
title t##t.production_year,<,1972,t.phonetic_code,>,14047#121321
title t##t.production_year,=,1982,t.phonetic_code,=,11358#10
title t##t.production_year,=,1996,t.phonetic_code,<,17319#21357
title t##t.production_year,<,1976,t.phonetic_code,=,7357#56
title t##t.production_year,=,1990,t.phonetic_code,=,2431#9
title t##t.production_year,<,1997,t.phonetic_code,<,17636#616624
title t##t.production_year,=,2001,t.phonetic_code,<,6807#14029
title t##t.production_year,>,1944,t.phonetic_code,>,17338#239122
title t##t.production_year,=,1951,t.phonetic_code,<,8302#1936
title t##t.production_year,>,2010,t.phonetic_code,<,6673#104220
title t##t.production_year,>,1998,t.phonetic_code,>,2532#825052
title t##t.production_year,=,1947,t.phonetic_code,>,19397#155
title t##t.production_year,<,1977,t.phonetic_code,<,12224#242968
title t##t.production_year,<,1992,t.phonetic_code,=,16807#156
title t##t.production_year,=,1956,t.phonetic_code,>,16666#1771
title t##t.production_year,<,1948,t.phonetic_code,<,15927#115409
title t##t.production_year,<,1983,t.phonetic_code,=,9920#86
title t##t.production_year,>,1971,t.phonetic_code,>,1491#1273610
title t##t.production_year,>,1990,t.phonetic_code,<,219#19669
title t##t.production_year,<,1988,t.phonetic_code,<,8120#227237
title t##t.production_year,<,2002,t.phonetic_code,>,3003#698658
title t##t.production_year,=,1996,t.phonetic_code,<,4434#7218
title t##t.production_year,>,2002,t.phonetic_code,>,1444#770176
title t##t.production_year,=,1999,t.phonetic_code,>,6893#19425
title t##t.production_year,=,1980,t.phonetic_code,>,761#10771
title t##t.production_year,<,1992,t.phonetic_code,=,11774#165
title t##t.production_year,=,2001,t.phonetic_code,=,7357#3
title t##t.production_year,>,1933,t.phonetic_code,<,3061#346813
title t##t.production_year,>,1944,t.phonetic_code,<,10361#803826
title t##t.production_year,<,1955,t.phonetic_code,<,6490#66578
title t##t.production_year,=,2006,t.phonetic_code,<,20682#68483
title t##t.production_year,=,1934,t.phonetic_code,>,18345#243
